"family","genus","species","binomial","type"
"Lycaenidae","Pseudozizeeria","maha","Pseudozizeeria_maha",0
"Lycaenidae","Theclinesthes","albocincta","Theclinesthes_albocincta",1
"Lycaenidae","Theclinesthes","hesperia","Theclinesthes_hesperia",1
"Lycaenidae","Theclinesthes","miskini","Theclinesthes_miskini",1
"Lycaenidae","Theclinesthes","onycha","Theclinesthes_onycha",1
"Lycaenidae","Theclinesthes","sulpitius","Theclinesthes_sulpitius",1
"Lycaenidae","Zizina","otis","Zizina_otis",0
"Lycaenidae","Cacyreus","darius","Cacyreus_darius",1
"Lycaenidae","Maculinea","nausithous","Maculinea_nausithous",1
"Lycaenidae","Maculinea","teleius","Maculinea_teleius",0
"Lycaenidae","Phengaris","daitozana","Phengaris_daitozana",0
"Lycaenidae","Maculinea","arionides","Maculinea_arionides",0
"Lycaenidae","Maculinea","arion","Maculinea_arion",1
"Lycaenidae","Maculinea","alcon","Maculinea_alcon",0
"Lycaenidae","Maculinea","rebeli","Maculinea_rebeli",1
"Lycaenidae","Phengaris","atroguttata","Phengaris_atroguttata",1
"Lycaenidae","Pseudophilotes","vicrama","Pseudophilotes_vicrama",1
"Lycaenidae","Pseudophilotes","baton","Pseudophilotes_baton",0
"Lycaenidae","Pseudophilotes","panoptes","Pseudophilotes_panoptes",1
"Lycaenidae","Pseudophilotes","abencerragus","Pseudophilotes_abencerragus",1
"Lycaenidae","Pseudophilotes","bavius","Pseudophilotes_bavius",1
"Lycaenidae","Turanana","cytis","Turanana_cytis",1
"Lycaenidae","Turanana","endymion","Turanana_endymion",1
"Lycaenidae","Euphilotes","battoides","Euphilotes_battoides",1
"Lycaenidae","Euphilotes","rita","Euphilotes_rita",1
"Lycaenidae","Euphilotes","enoptes","Euphilotes_enoptes",1
"Lycaenidae","Philotiella","speciosa","Philotiella_speciosa",1
"Lycaenidae","Iolana","iolas","Iolana_iolas",1
"Lycaenidae","Shijimiaeoides","divina","Shijimiaeoides_divina",1
NA,"Sinia","divina","Sinia_divina",1
"Lycaenidae","Glaucopsyche","lygdamus","Glaucopsyche_lygdamus",1
"Lycaenidae","Glaucopsyche","lycormas","Glaucopsyche_lycormas",1
"Lycaenidae","Glaucopsyche","alexis","Glaucopsyche_alexis",1
"Lycaenidae","Glaucopsyche","melanops","Glaucopsyche_melanops",1
"Lycaenidae","Glaucopsyche","piasus","Glaucopsyche_piasus",1
"Lycaenidae","Philotes","sonorensis","Philotes_sonorensis",1
"Lycaenidae","Scolitantides","orion","Scolitantides_orion",1
"Lycaenidae","Lampides","boeticus","Lampides_boeticus",1
"Lycaenidae","Cacyreus","marshalli","Cacyreus_marshalli",1
"Lycaenidae","Phlyaria","cyara","Phlyaria_cyara",1
"Lycaenidae","Uranothauma","falkensteini","Uranothauma_falkensteini",1
"Lycaenidae","Actizera","lucida","Actizera_lucida",0
"Lycaenidae","Leptotes","pirithous","Leptotes_pirithous",0
"Lycaenidae","Udara","albocaerulea","Udara_albocaerulea",1
"Lycaenidae","Acytolepis","puspa","Acytolepis_puspa",0
"Lycaenidae","Celastrina","argiolus","Celastrina_argiolus",0
"Lycaenidae","Neopithecops","zalmora","Neopithecops_zalmora",0
"Lycaenidae","Celastrina","oreas","Celastrina_oreas",0
"Lycaenidae","Eicochrysops","hippocrates","Eicochrysops_hippocrates",1
"Lycaenidae","Jamides","alecto","Jamides_alecto",0
"Lycaenidae","Zizeeria","karsandra","Zizeeria_karsandra",0
"Lycaenidae","Catochrysops","panormus","Catochrysops_panormus",1
"Lycaenidae","Castalius","rosimon","Castalius_rosimon",1
"Lycaenidae","Zintha","hintza","Zintha_hintza",1
"Lycaenidae","Caleta","elna","Caleta_elna",1
"Lycaenidae","Psychonotis","caelius","Psychonotis_caelius",1
"Lycaenidae","Jamides","bochus","Jamides_bochus",0
"Lycaenidae","Euchrysops","cnejus","Euchrysops_cnejus",0
"Lycaenidae","Lepidochrysops","dukei","Lepidochrysops_dukei",1
"Lycaenidae","Famegana","alsulus","Famegana_alsulus",1
"Lycaenidae","Zizula","hylax","Zizula_hylax",0
"Lycaenidae","Oraidium","barberae","Oraidium_barberae",1
"Lycaenidae","Erysichton","palmyra","Erysichton_palmyra",1
"Lycaenidae","Erysichton","lineata","Erysichton_lineata",1
"Lycaenidae","Azanus","mirza","Azanus_mirza",0
"Lycaenidae","Arhopala","ganesa","Arhopala_ganesa",1
"Lycaenidae","Neolucia","mathewi","Neolucia_mathewi",1
"Lycaenidae","Neolucia","hobartensis","Neolucia_hobartensis",1
"Lycaenidae","Neolucia","agricola","Neolucia_agricola",1
"Lycaenidae","Pithecops","corvus","Pithecops_corvus",0
"Lycaenidae","Pithecops","dionisius","Pithecops_dionisius",1
"Lycaenidae","Niphanda","fusca","Niphanda_fusca",0
"Lycaenidae","Ussuriana","stygiana","Ussuriana_stygiana",1
"Lycaenidae","Rapala","arata","Rapala_arata",0
"Lycaenidae","Arhopala","alaconia","Arhopala_alaconia",1
"Lycaenidae","Arhopala","amphimuta","Arhopala_amphimuta",1
"Lycaenidae","Arhopala","moolaiana","Arhopala_moolaiana",1
"Lycaenidae","Arhopala","zylda","Arhopala_zylda",1
"Lycaenidae","Arhopala","major","Arhopala_major",1
"Lycaenidae","Arhopala","muta","Arhopala_muta",1
"Lycaenidae","Arhopala","antimuta","Arhopala_antimuta",1
"Lycaenidae","Arhopala","buddha","Arhopala_buddha",1
"Lycaenidae","Arhopala","atosia","Arhopala_atosia",0
"Lycaenidae","Arhopala","horsfieldi","Arhopala_horsfieldi",1
"Lycaenidae","Arhopala","pseudocentaurus","Arhopala_pseudocentaurus",0
"Lycaenidae","Arhopala","madytus","Arhopala_madytus",1
"Lycaenidae","Arhopala","centaurus","Arhopala_centaurus",0
"Lycaenidae","Arhopala","japonica","Arhopala_japonica",1
"Lycaenidae","Arhopala","abseus","Arhopala_abseus",0
"Lycaenidae","Flos","anniella","Flos_anniella",1
"Lycaenidae","Miletus","ancon","Miletus_ancon",1
"Lycaenidae","Taraka","hamada","Taraka_hamada",1
"Lycaenidae","Liphyra","brassolis","Liphyra_brassolis",1
"Lycaenidae","Baliochila","minima","Baliochila_minima",1
"Lycaenidae","Poritia","erycinoides","Poritia_erycinoides",1
"Lycaenidae","Zesius","chrysomallus","Zesius_chrysomallus",0
"Lycaenidae","Hypochrysops","miskini","Hypochrysops_miskini",1
"Lycaenidae","Ogyris","idmo","Ogyris_idmo",1
"Lycaenidae","Lucia","limbaria","Lucia_limbaria",1
"Lycaenidae","Candalides","geminus","Candalides_geminus",1
"Lycaenidae","Quercusia","quercus","Quercusia_quercus",1
"Lycaenidae","Favonius","saphirinus","Favonius_saphirinus",1
"Lycaenidae","Favonius","ultramarinus","Favonius_ultramarinus",1
"Lycaenidae","Favonius","cognatus","Favonius_cognatus",1
"Lycaenidae","Favonius","korshunovi","Favonius_korshunovi",1
"Lycaenidae","Chrysozephyrus","ataxus","Chrysozephyrus_ataxus",1
"Lycaenidae","Favonius","jezoensis","Favonius_jezoensis",1
"Lycaenidae","Chrysozephyrus","smaragdinus","Chrysozephyrus_smaragdinus",1
"Lycaenidae","Antigius","butleri","Antigius_butleri",1
"Lycaenidae","Antigius","attilia","Antigius_attilia",1
"Lycaenidae","Araragi","enthea","Araragi_enthea",0
"Lycaenidae","Wagimo","signata","Wagimo_signata",1
"Lycaenidae","Japonica","lutea","Japonica_lutea",1
"Lycaenidae","Callophrys","ferrea","Callophrys_ferrea",0
"Lycaenidae","Japonica","saepestriata","Japonica_saepestriata",1
"Lycaenidae","Semanga","superba","Semanga_superba",1
"Lycaenidae","Surendra","vivarna","Surendra_vivarna",1
"Lycaenidae","Coreana","raphaelis","Coreana_raphaelis",1
"Lycaenidae","Ussuriana","michaelis","Ussuriana_michaelis",1
"Lycaenidae","Artopoetes","pryeri","Artopoetes_pryeri",0
"Lycaenidae","Thecla","betulae","Thecla_betulae",0
"Lycaenidae","Jalmenus","pseudictinus","Jalmenus_pseudictinus",1
"Lycaenidae","Jalmenus","daemeli","Jalmenus_daemeli",1
"Lycaenidae","Jalmenus","clementi","Jalmenus_clementi",1
"Lycaenidae","Jalmenus","evagoras","Jalmenus_evagoras",1
"Lycaenidae","Jalmenus","ictinus","Jalmenus_ictinus",0
"Lycaenidae","Jalmenus","eichhorni","Jalmenus_eichhorni",1
"Lycaenidae","Jalmenus","icilius","Jalmenus_icilius",1
"Lycaenidae","Jalmenus","lithochroa","Jalmenus_lithochroa",1
"Lycaenidae","Jalmenus","inous","Jalmenus_inous",1
"Lycaenidae","Satyrium","prunoides","Satyrium_prunoides",1
"Lycaenidae","Satyrium","eximia","Satyrium_eximia",1
"Lycaenidae","Satyrium","behrii","Satyrium_behrii",0
"Lycaenidae","Satyrium","pruni","Satyrium_pruni",1
"Lycaenidae","Rapala","caerulea","Rapala_caerulea",1
"Lycaenidae","Pseudalmenus","chlorinda","Pseudalmenus_chlorinda",1
"Lycaenidae","Lycaena","dispar","Lycaena_dispar",1
"Lycaenidae","Lycaena","phlaeas","Lycaena_phlaeas",0
"Lycaenidae","Lycaena","tityrus","Lycaena_tityrus",1
"Lycaenidae","Lycaena","virgaureae","Lycaena_virgaureae",1
"Lycaenidae","Lycaena","solskyi","Lycaena_solskyi",1
"Lycaenidae","Anthene","emolus","Anthene_emolus",0
"Lycaenidae","Deudorix","antalus","Deudorix_antalus",0
"Lycaenidae","Deudorix","epijarbas","Deudorix_epijarbas",0
"Lycaenidae","Curetis","bulis","Curetis_bulis",1
"Lycaenidae","Hypolycaena","erylus","Hypolycaena_erylus",0
"Lycaenidae","Curetis","acuta","Curetis_acuta",1
"Riodinidae","Apodemia","mormo","Apodemia_mormo",1
"Riodinidae","Emesis","mandana","Emesis_mandana",0
"Riodinidae","Hamearis","lucina","Hamearis_lucina",1
"Pieridae","Delias","nais","Delias_nais",1
"Pieridae","Delias","descombesi","Delias_descombesi",0
"Pieridae","Delias","hyparete","Delias_hyparete",0
"Pieridae","Delias","pasithoe","Delias_pasithoe",0
"Pieridae","Delias","baracasa","Delias_baracasa",1
"Pieridae","Delias","belisama","Delias_belisama",0
"Pieridae","Delias","belladonna","Delias_belladonna",0
"Pieridae","Aporia","agathon","Aporia_agathon",1
"Pieridae","Aporia","crataegi","Aporia_crataegi",0
"Pieridae","Eucheira","socialis","Eucheira_socialis",1
"Pieridae","Neophasia","menapia","Neophasia_menapia",1
"Pieridae","Mylothris","agathina","Mylothris_agathina",0
"Pieridae","Mylothris","bernice","Mylothris_bernice",1
"Pieridae","Cepora","perimale","Cepora_perimale",1
"Pieridae","Prioneris","philonome","Prioneris_philonome",1
"Pieridae","Belenois","antsianaka","Belenois_antsianaka",1
"Pieridae","Cepora","nerissa","Cepora_nerissa",1
"Pieridae","Appias","lyncida","Appias_lyncida",0
"Pieridae","Pontia","beckerii","Pontia_beckerii",0
"Pieridae","Leptophobia","aripa","Leptophobia_aripa",0
"Pieridae","Pontia","occidentalis","Pontia_occidentalis",0
"Pieridae","Tatochila","autodice","Tatochila_autodice",0
"Pieridae","Ascia","monuste","Ascia_monuste",0
"Pieridae","Ganyra","josephina","Ganyra_josephina",1
"Ericaceae","Pieris","virginiensis","Pieris_virginiensis",1
"Ericaceae","Pieris","napi","Pieris_napi",0
"Ericaceae","Pieris","melete","Pieris_melete",0
"Ericaceae","Pieris","canidia","Pieris_canidia",0
"Ericaceae","Pieris","rapae","Pieris_rapae",1
"Ericaceae","Pieris","brassicae","Pieris_brassicae",0
"Lycaenidae","Ogyris","amaryllis","Ogyris_amaryllis",1
"Pieridae","Talbotia","naganum","Talbotia_naganum",0
"Pieridae","Appias","sabina","Appias_sabina",0
"Pieridae","Appias","nero","Appias_nero",1
"Pieridae","Appias","paulina","Appias_paulina",0
"Pieridae","Appias","drusilla","Appias_drusilla",0
"Pieridae","Dixeia","charina","Dixeia_charina",1
"Pieridae","Leptosia","nina","Leptosia_nina",0
"Pieridae","Anthocharis","cardamines","Anthocharis_cardamines",1
"Pieridae","Zegris","eupheme","Zegris_eupheme",1
"Pieridae","Euchloe","ausonides","Euchloe_ausonides",1
"Pieridae","Euchloe","olympia","Euchloe_olympia",1
"Pieridae","Pinacopteryx","eriphia","Pinacopteryx_eriphia",1
"Pieridae","Ixias","pyrene","Ixias_pyrene",1
"Pieridae","Eronia","cleodora","Eronia_cleodora",0
"Pieridae","Colotis","hetaera","Colotis_hetaera",1
"Pieridae","Nepheronia","thalassina","Nepheronia_thalassina",1
"Pieridae","Pareronia","valeria","Pareronia_valeria",1
"Pieridae","Leptosia","alcesta","Leptosia_alcesta",1
"Pieridae","Hebomoia","glaucippe","Hebomoia_glaucippe",0
"Pieridae","Colias","meadii","Colias_meadii",1
"Pieridae","Colias","christina","Colias_christina",1
"Pieridae","Colias","hyale","Colias_hyale",1
"Pieridae","Colias","hyperborea","Colias_hyperborea",1
"Pieridae","Colias","philodice","Colias_philodice",1
"Pieridae","Colias","eurytheme","Colias_eurytheme",0
"Pieridae","Colias","hecla","Colias_hecla",0
"Pieridae","Colias","croceus","Colias_croceus",1
"Pieridae","Colias","erate","Colias_erate",1
"Pieridae","Colias","electo","Colias_electo",0
"Pieridae","Colias","pelidne","Colias_pelidne",1
"Pieridae","Colias","interior","Colias_interior",1
"Pieridae","Colias","behrii","Colias_behrii",0
"Pieridae","Zerene","cesonia","Zerene_cesonia",1
"Pieridae","Anteos","clorinde","Anteos_clorinde",1
"Pieridae","Dercas","verhuelli","Dercas_verhuelli",1
"Pieridae","Catopsilia","pyranthe","Catopsilia_pyranthe",0
"Pieridae","Catopsilia","scylla","Catopsilia_scylla",1
"Pieridae","Catopsilia","pomona","Catopsilia_pomona",1
"Pieridae","Catopsilia","florella","Catopsilia_florella",0
"Pieridae","Zerene","eurydice","Zerene_eurydice",1
"Pieridae","Phoebis","sennae","Phoebis_sennae",0
"Pieridae","Aphrissa","statira","Aphrissa_statira",0
"Pieridae","Gonepteryx","rhamni","Gonepteryx_rhamni",0
"Pieridae","Gonepteryx","amintha","Gonepteryx_amintha",0
"Pieridae","Gonepteryx","mahaguru","Gonepteryx_mahaguru",1
"Pieridae","Gandaca","harina","Gandaca_harina",1
"Pieridae","Nathalis","iole","Nathalis_iole",0
"Pieridae","Kricogonia","lyside","Kricogonia_lyside",1
"Pieridae","Eurema","blanda","Eurema_blanda",0
"Pieridae","Eurema","hecabe","Eurema_hecabe",0
"Pieridae","Eurema","brigitta","Eurema_brigitta",0
"Pieridae","Eurema","mexicana","Eurema_mexicana",1
"Pieridae","Eurema","floricola","Eurema_floricola",1
"Pieridae","Phoebis","philea","Phoebis_philea",1
"Pieridae","Dismorphia","amphiona","Dismorphia_amphiona",1
"Pieridae","Pseudopieris","nehemia","Pseudopieris_nehemia",1
"Pieridae","Leptidea","morsei","Leptidea_morsei",1
"Pieridae","Leptidea","sinapis","Leptidea_sinapis",1
"Pieridae","Pseudopontia","paradoxa","Pseudopontia_paradoxa",0
"Papilionidae","Papilio","krishna","Papilio_krishna",1
"Papilionidae","Papilio","arcturus","Papilio_arcturus",1
"Papilionidae","Papilio","paris","Papilio_paris",1
"Papilionidae","Papilio","bianor","Papilio_bianor",0
"Papilionidae","Papilio","polyctor","Papilio_polyctor",1
"Papilionidae","Papilio","dialis","Papilio_dialis",1
"Papilionidae","Papilio","palinurus","Papilio_palinurus",1
"Papilionidae","Papilio","peranthus","Papilio_peranthus",1
"Papilionidae","Papilio","anactus","Papilio_anactus",1
"Papilionidae","Papilio","polyxenes","Papilio_polyxenes",0
"Papilionidae","Papilio","zelicaon","Papilio_zelicaon",0
"Papilionidae","Papilio","machaon","Papilio_machaon",0
"Papilionidae","Papilio","indra","Papilio_indra",0
"Papilionidae","Papilio","nephelus","Papilio_nephelus",1
"Papilionidae","Papilio","polytes","Papilio_polytes",1
"Papilionidae","Papilio","protenor","Papilio_protenor",0
"Papilionidae","Papilio","macilentus","Papilio_macilentus",1
"Papilionidae","Papilio","aegeus","Papilio_aegeus",1
"Papilionidae","Papilio","memnon","Papilio_memnon",0
"Papilionidae","Papilio","helenus","Papilio_helenus",1
"Papilionidae","Papilio","fuscus","Papilio_fuscus",0
"Papilionidae","Papilio","nobilis","Papilio_nobilis",1
"Papilionidae","Papilio","demodocus","Papilio_demodocus",0
"Papilionidae","Papilio","demoleus","Papilio_demoleus",0
"Papilionidae","Papilio","dardanus","Papilio_dardanus",0
"Papilionidae","Papilio","phorcas","Papilio_phorcas",1
"Papilionidae","Papilio","constantinus","Papilio_constantinus",1
"Papilionidae","Papilio","rex","Papilio_rex",1
"Papilionidae","Papilio","lormieri","Papilio_lormieri",1
"Papilionidae","Papilio","glaucus","Papilio_glaucus",0
"Papilionidae","Papilio","troilus","Papilio_troilus",0
"Papilionidae","Papilio","rutulus","Papilio_rutulus",0
"Papilionidae","Papilio","multicaudatus","Papilio_multicaudatus",0
"Papilionidae","Papilio","scamander","Papilio_scamander",0
"Papilionidae","Papilio","laglaizei","Papilio_laglaizei",1
"Papilionidae","Papilio","palamedes","Papilio_palamedes",0
"Papilionidae","Papilio","pilumnus","Papilio_pilumnus",1
"Papilionidae","Papilio","clytia","Papilio_clytia",0
"Papilionidae","Papilio","epycides","Papilio_epycides",1
"Papilionidae","Papilio","alexanor","Papilio_alexanor",1
"Papilionidae","Papilio","torquatus","Papilio_torquatus",1
"Papilionidae","Papilio","hectorides","Papilio_hectorides",0
"Papilionidae","Papilio","anchisiades","Papilio_anchisiades",1
"Papilionidae","Papilio","astyalus","Papilio_astyalus",1
"Papilionidae","Papilio","thoas","Papilio_thoas",0
"Papilionidae","Papilio","cresphontes","Papilio_cresphontes",0
"Papilionidae","Meandrusa","payeni","Meandrusa_payeni",1
"Papilionidae","Teinopalpus","imperialis","Teinopalpus_imperialis",1
"Papilionidae","Troides","helena","Troides_helena",1
"Papilionidae","Troides","amphrysus","Troides_amphrysus",1
"Papilionidae","Pachliopta","hector","Pachliopta_hector",1
"Papilionidae","Parides","anchises","Parides_anchises",1
"Papilionidae","Parides","vertumnus","Parides_vertumnus",1
"Papilionidae","Parides","sesostris","Parides_sesostris",1
"Papilionidae","Parides","zacynthus","Parides_zacynthus",1
"Papilionidae","Parides","neophilus","Parides_neophilus",0
"Papilionidae","Parides","lysander","Parides_lysander",0
"Papilionidae","Parides","panthonus","Parides_panthonus",1
"Papilionidae","Parides","eurimedes","Parides_eurimedes",1
"Papilionidae","Parides","aeneas","Parides_aeneas",1
"Papilionidae","Parides","tros","Parides_tros",1
"Papilionidae","Parides","ascanius","Parides_ascanius",1
"Papilionidae","Parides","proneus","Parides_proneus",1
"Papilionidae","Parides","agavus","Parides_agavus",1
"Papilionidae","Euryades","corethrus","Euryades_corethrus",1
"Papilionidae","Atrophaneura","laos","Atrophaneura_laos",1
"Papilionidae","Atrophaneura","alcinous","Atrophaneura_alcinous",1
"Papilionidae","Cressida","cressida","Cressida_cressida",1
"Papilionidae","Pharmacophagus","antenor","Pharmacophagus_antenor",0
"Papilionidae","Battus","polystictus","Battus_polystictus",1
"Papilionidae","Battus","belus","Battus_belus",1
"Papilionidae","Battus","crassus","Battus_crassus",1
"Papilionidae","Battus","philenor","Battus_philenor",0
"Papilionidae","Battus","polydamas","Battus_polydamas",0
NA,"Graphium","aristeus","Graphium_aristeus",1
NA,"Graphium","antiphates","Graphium_antiphates",0
NA,"Graphium","ridleyanus","Graphium_ridleyanus",1
NA,"Graphium","leonidas","Graphium_leonidas",0
NA,"Graphium","eurypylus","Graphium_eurypylus",0
NA,"Graphium","doson","Graphium_doson",0
NA,"Graphium","empedovana","Graphium_empedovana",1
NA,"Graphium","sarpedon","Graphium_sarpedon",0
NA,"Graphium","cloanthus","Graphium_cloanthus",0
NA,"Graphium","agamemnon","Graphium_agamemnon",0
NA,"Graphium","nomius","Graphium_nomius",0
"Papilionidae","Eurytides","marcellus","Eurytides_marcellus",1
"Papilionidae","Lamproptera","curius","Lamproptera_curius",1
"Papilionidae","Lamproptera","meges","Lamproptera_meges",1
"Papilionidae","Iphiclides","podalirius","Iphiclides_podalirius",0
"Papilionidae","Parnassius","glacialis","Parnassius_glacialis",1
"Papilionidae","Parnassius","stubbendorfii","Parnassius_stubbendorfii",1
"Papilionidae","Parnassius","mnemosyne","Parnassius_mnemosyne",1
"Papilionidae","Parnassius","eversmanni","Parnassius_eversmanni",1
"Papilionidae","Parnassius","clodius","Parnassius_clodius",1
"Papilionidae","Parnassius","tenedius","Parnassius_tenedius",1
"Papilionidae","Parnassius","phoebus","Parnassius_phoebus",1
"Papilionidae","Parnassius","bremeri","Parnassius_bremeri",1
"Papilionidae","Parnassius","apollo","Parnassius_apollo",0
"Papilionidae","Parnassius","nomion","Parnassius_nomion",1
"Papilionidae","Hypermnestra","helios","Hypermnestra_helios",1
"Papilionidae","Zerynthia","polyxena","Zerynthia_polyxena",1
"Papilionidae","Zerynthia","rumina","Zerynthia_rumina",1
"Papilionidae","Bhutanitis","lidderdalii","Bhutanitis_lidderdalii",1
"Papilionidae","Sericinus","montela","Sericinus_montela",1
"Papilionidae","Luehdorfia","chinensis","Luehdorfia_chinensis",1
"Papilionidae","Luehdorfia","longicaudata","Luehdorfia_longicaudata",1
"Papilionidae","Luehdorfia","puziloi","Luehdorfia_puziloi",1
"Papilionidae","Luehdorfia","japonica","Luehdorfia_japonica",1
"Papilionidae","Archon","apollinus","Archon_apollinus",1
"Papilionidae","Baronia","brevicornis","Baronia_brevicornis",1
